id;longitude;latitude;recorded_at;user_id;acquired_at;accuracy;geo_fence_status;source_of_geolocation;geofence_detailed_status;just_left_geofence_time
5525449;13.5230642000000003;52.4853963999999991;2023-10-09 06:58:01.434621;25601;2023-10-09 06:58:01.434621;16.1640000000000015;GEOFENCE_DISABLED;GOOGLE;null;null
5540915;13.5229496999999999;52.4853927999999996;2023-10-09 09:52:58.667832;25601;2023-10-09 09:52:58.667832;15.2780000000000005;GEOFENCE_DISABLED;GOOGLE;null;null
5551247;13.5229959999999991;52.4853987999999987;2023-10-09 12:47:58.881475;25601;2023-10-09 12:47:58.881475;13.6280000000000001;GEOFENCE_DISABLED;GOOGLE;null;null
5562783;13.5229824000000001;52.4853901999999977;2023-10-09 15:42:59.721232;25601;2023-10-09 15:42:59.721232;13.0340000000000007;GEOFENCE_DISABLED;GOOGLE;null;null
5565263;13.5230104999999998;52.4853840999999974;2023-10-09 16:01:18.611614;25601;2023-10-09 16:01:18.611614;13.8970000000000002;GEOFENCE_DISABLED;GOOGLE;null;null
5575806;13.5229668000000007;52.4853908999999987;2023-10-09 18:56:14.885373;25601;2023-10-09 18:56:14.885373;13.2690000000000001;GEOFENCE_DISABLED;GOOGLE;null;null
5604716;13.5228541;52.4854923999999983;2023-10-10 06:44:07.536677;25601;2023-10-10 06:44:02.152;29;GEOFENCE_DISABLED;ALMAPHIL;null;null
5604437;13.5229806999999997;52.4853864999999971;2023-10-10 06:47:51.819422;25601;2023-10-10 06:47:51.819422;14.5109999999999992;GEOFENCE_DISABLED;GOOGLE;null;null
5604730;13.5230333999999992;52.4854065999999975;2023-10-10 06:48:59.955547;25601;2023-10-10 06:48:59.955547;16.4430000000000014;GEOFENCE_DISABLED;GOOGLE;null;null
5604445;13.5229955999999998;52.4854024999999993;2023-10-10 06:52:26.60093;25601;2023-10-10 06:52:26.60093;14.6890000000000001;GEOFENCE_DISABLED;GOOGLE;null;null
5608639;13.5229880999999992;52.4854047999999977;2023-10-10 07:30:33.766242;25601;2023-10-10 07:30:33.766242;13.0280000000000005;GEOFENCE_DISABLED;GOOGLE;null;null
5614800;13.5230344000000002;52.4853900000000024;2023-10-10 09:00:14.202875;25601;2023-10-10 09:00:14.202875;14.4540000000000006;GEOFENCE_DISABLED;GOOGLE;null;null
5624719;13.5229981000000006;52.4853920999999985;2023-10-10 10:55:11.351159;25601;2023-10-10 10:55:11.351159;14.141;GEOFENCE_DISABLED;GOOGLE;null;null
5624729;13.5230002000000002;52.4853968999999978;2023-10-10 11:00:23.47014;25601;2023-10-10 11:00:23.47014;11.7050000000000001;GEOFENCE_DISABLED;GOOGLE;null;null
5626368;13.5230291000000005;52.4853888000000026;2023-10-10 11:16:32.957995;25601;2023-10-10 11:16:32.957995;13.5990000000000002;GEOFENCE_DISABLED;GOOGLE;null;null
5626789;13.5230511;52.4853771000000009;2023-10-10 11:30:13.323153;25601;2023-10-10 11:30:13.323153;13.4309999999999992;GEOFENCE_DISABLED;GOOGLE;null;null
5627521;13.5230248999999993;52.485395699999998;2023-10-10 11:45:12.807596;25601;2023-10-10 11:45:12.807596;13.2759999999999998;GEOFENCE_DISABLED;GOOGLE;null;null
5627581;13.5229593999999995;52.4853919999999974;2023-10-10 12:00:18.103498;25601;2023-10-10 12:00:18.103498;15.702;GEOFENCE_DISABLED;GOOGLE;null;null
5638137;13.5229914000000004;52.4853935000000007;2023-10-10 14:55:26.624602;25601;2023-10-10 14:55:26.624602;13.1799999999999997;GEOFENCE_DISABLED;GOOGLE;null;null
5643589;13.5230081000000002;52.4853814000000014;2023-10-10 16:01:29.517941;25601;2023-10-10 16:01:29.517941;13.843;GEOFENCE_DISABLED;GOOGLE;null;null
5856708;13.5230598000000004;52.4853985000000023;2023-10-13 07:30:17.812471;25601;2023-10-13 07:30:17.812471;18.9609999999999985;GEOFENCE_DISABLED;GOOGLE;null;null
5871210;13.5227576000000003;52.4854477000000017;2023-10-13 10:25:26.214655;25601;2023-10-13 10:25:26.214655;16.7469999999999999;GEOFENCE_DISABLED;GOOGLE;null;null
5893507;13.5229750000000006;52.4854198999999966;2023-10-13 13:20:26.507909;25601;2023-10-13 13:20:26.507909;18.6069999999999993;GEOFENCE_DISABLED;GOOGLE;null;null
5945955;13.5230587999999994;52.4853913999999975;2023-10-13 17:46:36.049873;25601;2023-10-13 17:46:36.049873;18.9220000000000006;GEOFENCE_DISABLED;GOOGLE;null;null
6122782;13.5230254999999993;52.485402299999997;2023-10-15 12:52:32.155918;25601;2023-10-15 12:52:32.155918;12.6449999999999996;GEOFENCE_DISABLED;GOOGLE;null;null
6131949;13.523028;52.4854012999999995;2023-10-15 15:47:30.152992;25601;2023-10-15 15:47:30.152992;15.5199999999999996;GEOFENCE_DISABLED;GOOGLE;null;null
6134861;13.5230171000000006;52.4853953000000004;2023-10-15 16:01:37.884954;25601;2023-10-15 16:01:37.884954;17.2280000000000015;GEOFENCE_DISABLED;GOOGLE;null;null
6192202;13.5229730999999997;52.4853959000000003;2023-10-16 09:56:24.618346;25601;2023-10-16 09:56:24.618346;12.9719999999999995;GEOFENCE_DISABLED;GOOGLE;null;null
6197706;13.5229356000000003;52.4856168000000025;2023-10-16 10:49:06.823509;25601;2023-10-16 10:49:06.823509;22.0730000000000004;GEOFENCE_DISABLED;GOOGLE;null;null
6205983;11.8373150000000003;52.5731386000000001;2023-10-16 12:33:45.751844;25601;2023-10-16 12:33:45.751844;2184.29599999999982;GEOFENCE_DISABLED;GOOGLE;null;null
6205984;11.8635392199999998;52.5799977799999994;2023-10-16 12:33:45.997894;25601;2023-10-16 12:33:45.997894;1602;GEOFENCE_DISABLED;HERE;null;null
6209218;10.9234843000000001;52.4276533000000029;2023-10-16 13:08:40.683298;25601;2023-10-16 13:08:40.683298;2387.17399999999998;GEOFENCE_DISABLED;GOOGLE;null;null
6209219;10.9245944000000001;52.4274981000000011;2023-10-16 13:08:41.081671;25601;2023-10-16 13:08:41.081671;1005;GEOFENCE_DISABLED;HERE;null;null
6212662;9.61850229999999939;52.3903918999999973;2023-10-16 13:43:36.969103;25601;2023-10-16 13:43:36.969103;1018.577;GEOFENCE_DISABLED;GOOGLE;null;null
6212663;9.62022542999999963;52.39124537;2023-10-16 13:43:37.242111;25601;2023-10-16 13:43:37.242111;613;GEOFENCE_DISABLED;HERE;null;null
6214329;8.67181569999999979;52.1654320999999968;2023-10-16 14:13:12.542304;25601;2023-10-16 14:13:12.542304;1303.57199999999989;GEOFENCE_DISABLED;GOOGLE;null;null
6214330;8.67634535000000007;52.1656179399999971;2023-10-16 14:13:12.856039;25601;2023-10-16 14:13:12.856039;758;GEOFENCE_DISABLED;HERE;null;null
6217684;8.2202213000000004;51.8320846000000017;2023-10-16 14:48:07.868961;25601;2023-10-16 14:48:07.868961;1642.077;GEOFENCE_DISABLED;GOOGLE;null;null
6217685;8.21734428000000072;51.830620770000003;2023-10-16 14:48:08.041191;25601;2023-10-16 14:48:08.041191;514;GEOFENCE_DISABLED;HERE;null;null
6220329;7.7974243999999997;51.6192423999999974;2023-10-16 15:20:17.902359;25601;2023-10-16 15:20:17.902359;1635.85599999999999;GEOFENCE_DISABLED;GOOGLE;null;null
