id;longitude;latitude;acquired_at;user_id;recorded_at;accuracy;source_of_geolocation;geofence_detailed_status;just_left_geofence_time;connected_to_trusted_wifi
167651;11.6250066;48.1716084;2022-09-27 21:07:46.056593;5504;2022-09-27 21:07:45.19;13.1879997253418;UNKNOWN;ALMAPHIL;null;null
167901;11.6250049;48.1716075;2022-09-27 21:58:11.224698;5504;2022-09-27 21:58:10.361;12.7709999084473;UNKNOWN;ALMAPHIL;null;null
167652;11.6250142;48.1715935;2022-09-27 22:19:45.86918;5504;2022-09-27 22:19:44.58;13.2379999160767;UNKNOWN;ALMAPHIL;null;null
167902;11.6250197;48.1715876;2022-09-27 23:57:23.775563;5504;2022-09-27 23:57:20.916;13.003999710083;UNKNOWN;ALMAPHIL;null;null
167903;11.6250061;48.1716077;2022-09-28 00:07:04.493021;5504;2022-09-28 00:07:02.896;13.2919998168945;UNKNOWN;ALMAPHIL;null;null
167907;9.9617599;48.3949506;2022-09-28 09:49:32.227361;5504;2022-09-28 09:49:25.946;45.5999984741211;UNKNOWN;ALMAPHIL;null;null
167908;9.9617605;48.3949505;2022-09-28 09:51:12.458302;5504;2022-09-28 09:51:04.293;42.5;UNKNOWN;ALMAPHIL;null;null
167911;11.5096039;48.0557579;2022-09-28 15:13:44.425767;5504;2022-09-28 15:13:40.703;15.3830003738403;UNKNOWN;ALMAPHIL;null;null
167912;11.50957;48.0557448;2022-09-28 15:32:33.568717;5504;2022-09-28 15:32:31.634;14.3669996261597;UNKNOWN;ALMAPHIL;null;null
167655;11.5096051;48.0557562;2022-09-28 16:30:10.126787;5504;2022-09-28 16:30:08.938;15.9969997406006;UNKNOWN;ALMAPHIL;null;null
167660;11.62501;48.1715966;2022-09-29 07:28:16.034883;5504;2022-09-29 07:28:09.85;13.2919998168945;UNKNOWN;ALMAPHIL;null;null
167921;11.6250064;48.1716067;2022-09-29 15:05:37.560352;5504;2022-09-29 15:05:35.742;12.7419996261597;UNKNOWN;ALMAPHIL;null;null
174401;11.6250063;48.1716055;2022-09-29 20:10:58.047017;5504;2022-09-29 20:10:56.886;12.7580003738403;UNKNOWN;ALMAPHIL;null;null
174601;11.6250055;48.1715969;2022-09-29 20:11:40.315206;5504;2022-09-29 20:11:39.19;13.2320003509521;UNKNOWN;ALMAPHIL;null;null
174402;11.6250039;48.1716053;2022-09-29 20:28:26.496959;5504;2022-09-29 20:28:25.335;11.9390001296997;UNKNOWN;ALMAPHIL;null;null
174403;11.6250063;48.171606;2022-09-29 20:33:50.136037;5504;2022-09-29 20:33:49.008;13.1569995880127;UNKNOWN;ALMAPHIL;null;null
174404;11.6250075;48.1715935;2022-09-29 20:37:03.582507;5504;2022-09-29 20:37:02.428;13.8319997787476;UNKNOWN;ALMAPHIL;null;null
174602;11.6250021;48.171601;2022-09-29 21:02:55.392618;5504;2022-09-29 21:02:53.478;13.3149995803833;UNKNOWN;ALMAPHIL;null;null
174603;11.6250058;48.1716043;2022-09-29 21:03:37.636976;5504;2022-09-29 21:03:23.909;12.7410001754761;UNKNOWN;ALMAPHIL;null;null
174405;11.6250085;48.1716013;2022-09-29 21:10:03.184146;5504;2022-09-29 21:10:02.042;13.7390003204346;UNKNOWN;ALMAPHIL;null;null
174406;11.6250079;48.171602;2022-09-29 21:10:28.573205;5504;2022-09-29 21:10:27.43;13.3590002059937;UNKNOWN;ALMAPHIL;null;null
174604;11.6250081;48.1716044;2022-09-29 21:11:04.775673;5504;2022-09-29 21:11:03.668;13.1169996261597;UNKNOWN;ALMAPHIL;null;null
174407;11.6250102;48.1715978;2022-09-29 21:50:34.594053;5504;2022-09-29 21:50:33.217;13.4060001373291;UNKNOWN;ALMAPHIL;null;null
174408;11.6250096;48.1716066;2022-09-29 22:05:48.730952;5504;2022-09-29 22:05:47.534;13.956000328064;UNKNOWN;ALMAPHIL;null;null
174411;11.6250088;48.1716054;2022-09-30 07:00:14.086921;5504;2022-09-30 07:00:12.819;13.8020000457764;UNKNOWN;ALMAPHIL;null;null
174606;11.6250067;48.1716079;2022-09-30 09:10:32.112395;5504;2022-09-30 09:10:31.011;13.4259996414185;UNKNOWN;ALMAPHIL;null;null
174607;11.6250143;48.1715932;2022-09-30 09:21:51.398793;5504;2022-09-30 09:21:50.164;13.2799997329712;UNKNOWN;ALMAPHIL;null;null
174415;11.6249775;48.1716308;2022-09-30 12:06:49.765241;5504;2022-09-30 12:06:48.5;16.3579998016357;UNKNOWN;ALMAPHIL;null;null
174610;11.6249922;48.1716155;2022-09-30 17:16:24.431045;5504;2022-09-30 17:16:21.948;14.3760004043579;UNKNOWN;ALMAPHIL;null;null
174611;11.6249922;48.1716155;2022-09-30 18:05:13.418456;5504;2022-09-30 18:05:12.282;14.3760004043579;UNKNOWN;ALMAPHIL;null;null
174616;11.625009;48.1716011;2022-10-01 07:35:11.102618;5504;2022-10-01 07:35:09.487;13.3680000305176;UNKNOWN;ALMAPHIL;null;null
174637;11.6250091;48.171601;2022-10-01 16:44:28.427818;5504;2022-10-01 16:44:26.616;20;UNKNOWN;ALMAPHIL;null;null
174638;11.6250056;48.1716027;2022-10-01 16:47:07.811008;5504;2022-10-01 16:47:06.79;20;UNKNOWN;ALMAPHIL;null;null
174639;11.6250075;48.1716079;2022-10-01 16:52:49.972626;5504;2022-10-01 16:52:48.907;13.7340002059937;UNKNOWN;ALMAPHIL;null;null
174640;11.6250082;48.1716077;2022-10-01 17:13:49.684087;5504;2022-10-01 17:13:48.632;13.3380002975464;UNKNOWN;ALMAPHIL;null;null
174444;11.6250101;48.1716014;2022-10-01 17:17:47.436;5504;2022-10-01 17:17:46.391;14.8780002593994;UNKNOWN;ALMAPHIL;null;null
174445;11.6250081;48.1716074;2022-10-01 17:22:00.834825;5504;2022-10-01 17:21:52.736;13.3879995346069;UNKNOWN;ALMAPHIL;null;null
174641;11.6250071;48.1716072;2022-10-01 17:22:18.616036;5504;2022-10-01 17:22:17.533;13.5150003433228;UNKNOWN;ALMAPHIL;null;null
174447;11.6250095;48.1716078;2022-10-01 17:23:21.037478;5504;2022-10-01 17:23:20.026;13.503999710083;UNKNOWN;ALMAPHIL;null;null
174644;11.6250149;48.1715916;2022-10-01 17:48:13.751801;5504;2022-10-01 17:48:12.714;13.7069997787476;UNKNOWN;ALMAPHIL;null;null
174645;11.6250149;48.1715916;2022-10-01 17:48:16.307021;5504;2022-10-01 17:48:12.714;13.7069997787476;UNKNOWN;ALMAPHIL;null;null
174647;11.625007;48.1716075;2022-10-01 18:11:10.235897;5504;2022-10-01 18:11:08.277;13.503999710083;UNKNOWN;ALMAPHIL;null;null
174448;11.6250082;48.1716081;2022-10-01 18:26:06.328644;5504;2022-10-01 18:26:05.3;13.6709995269775;UNKNOWN;ALMAPHIL;null;null
174649;11.6250088;48.1716067;2022-10-01 18:28:21.810808;5504;2022-10-01 18:28:20.697;13.4499998092651;UNKNOWN;ALMAPHIL;null;null
179102;11.6250176;48.1715917;2022-10-01 18:31:12.695439;5504;2022-10-01 18:31:11.625;14.3859996795654;UNKNOWN;ALMAPHIL;null;null
179103;11.625015;48.1715914;2022-10-01 18:36:42.166342;5504;2022-10-01 18:36:41.144;13.9460000991821;UNKNOWN;ALMAPHIL;null;null
179113;11.6250148;48.1715941;2022-10-02 02:36:54.545321;5504;2022-10-02 02:36:53.474;12.6770000457764;UNKNOWN;ALMAPHIL;null;null
179145;11.6250141;48.171589;2022-10-02 16:26:43.981697;5504;2022-10-02 16:26:39.478;14.1709995269775;UNKNOWN;ALMAPHIL;null;null
179293;11.6250016;48.171602;2022-10-02 22:39:11.362107;5504;2022-10-02 22:39:10.295;12.8439998626709;UNKNOWN;ALMAPHIL;null;null
180606;11.6250016;48.171602;2022-10-03 07:00:08.733093;5504;2022-10-03 07:00:07.743;12.8439998626709;UNKNOWN;ALMAPHIL;null;null
180607;11.6250016;48.171602;2022-10-03 07:35:03.55147;5504;2022-10-03 07:35:02.549;12.8439998626709;UNKNOWN;ALMAPHIL;null;null
183304;11.6250012;48.1716015;2022-10-04 08:18:54.919141;5504;2022-10-04 08:18:53.642;13.173999786377;UNKNOWN;ALMAPHIL;null;null
183358;11.6250022;48.171601;2022-10-04 08:19:42.59873;5504;2022-10-04 08:19:41.207;13.4370002746582;UNKNOWN;ALMAPHIL;null;null
183359;11.6250064;48.171581;2022-10-04 08:24:41.646428;5504;2022-10-04 08:24:36.877;13.3629999160767;UNKNOWN;ALMAPHIL;null;null
183306;11.6250015;48.1715971;2022-10-04 08:34:06.102015;5504;2022-10-04 08:34:04.687;13.1619997024536;UNKNOWN;ALMAPHIL;null;null
183360;11.6250021;48.1715791;2022-10-04 08:43:11.580564;5504;2022-10-04 08:43:10.63;12.8690004348755;UNKNOWN;ALMAPHIL;null;null
183361;11.6250002;48.1715953;2022-10-04 08:49:49.393976;5504;2022-10-04 08:49:41.994;12.6850004196167;UNKNOWN;ALMAPHIL;null;null
183308;11.6250039;48.1715998;2022-10-04 08:55:38.466667;5504;2022-10-04 08:55:37.46;20;UNKNOWN;ALMAPHIL;null;null
183362;11.6250022;48.1715997;2022-10-04 09:33:56.185076;5504;2022-10-04 09:33:54.134;12.8409996032715;UNKNOWN;ALMAPHIL;null;null
183363;11.6250016;48.1716018;2022-10-04 09:42:06.609531;5504;2022-10-04 09:42:05.646;13.0059995651245;UNKNOWN;ALMAPHIL;null;null
183364;11.6250015;48.1715993;2022-10-04 09:45:13.647104;5504;2022-10-04 09:45:07.45;12.9040002822876;UNKNOWN;ALMAPHIL;null;null
183365;11.6250011;48.1716003;2022-10-04 09:45:40.496934;5504;2022-10-04 09:45:24.925;12.7729997634888;UNKNOWN;ALMAPHIL;null;null
183309;11.6250019;48.1715999;2022-10-04 09:46:29.239676;5504;2022-10-04 09:46:28.217;12.9099998474121;UNKNOWN;ALMAPHIL;null;null
183310;11.6250022;48.1716014;2022-10-04 09:47:03.152628;5504;2022-10-04 09:46:58.236;13.0860004425049;UNKNOWN;ALMAPHIL;null;null
183366;11.6250019;48.1716002;2022-10-04 09:48:54.979803;5504;2022-10-04 09:48:53.974;12.8079996109009;UNKNOWN;ALMAPHIL;null;null
183367;11.625;48.1715993;2022-10-04 09:50:03.811557;5504;2022-10-04 09:50:02.407;12.5749998092651;UNKNOWN;ALMAPHIL;null;null
183368;11.6250027;48.171581;2022-10-04 09:52:38.279382;5504;2022-10-04 09:52:37.328;13.6569995880127;UNKNOWN;ALMAPHIL;null;null
183311;11.625002;48.1715995;2022-10-04 09:55:46.665145;5504;2022-10-04 09:55:41.98;12.8629999160767;UNKNOWN;ALMAPHIL;null;null
183312;11.625002;48.1715995;2022-10-04 09:55:50.346491;5504;2022-10-04 09:55:41.98;12.8629999160767;UNKNOWN;ALMAPHIL;null;null
183314;11.6250076;48.1715826;2022-10-04 10:35:07.766708;5504;2022-10-04 10:35:06.702;13.6269998550415;UNKNOWN;ALMAPHIL;null;null
183316;11.6250025;48.171581;2022-10-04 12:45:12.137662;5504;2022-10-04 12:45:10.848;14.9989995956421;UNKNOWN;ALMAPHIL;null;null
183375;11.6249985;48.1716006;2022-10-04 13:35:13.949815;5504;2022-10-04 13:35:12.626;14.6440000534058;UNKNOWN;ALMAPHIL;null;null
183318;11.6250024;48.1716003;2022-10-04 15:05:12.483693;5504;2022-10-04 15:05:11.576;13.2510004043579;UNKNOWN;ALMAPHIL;null;null
183377;11.6250018;48.1715972;2022-10-04 16:35:09.838752;5504;2022-10-04 16:35:08.133;12.9849996566772;UNKNOWN;ALMAPHIL;null;null
183320;11.6250059;48.1715792;2022-10-04 18:05:11.441919;5504;2022-10-04 18:05:10.527;14.2030000686646;UNKNOWN;ALMAPHIL;null;null
183378;11.625003;48.1716007;2022-10-04 19:35:22.400036;5504;2022-10-04 19:35:21.419;13.5010004043579;UNKNOWN;ALMAPHIL;null;null
183380;11.6250024;48.1716005;2022-10-05 07:00:07.702919;5504;2022-10-05 07:00:06.777;13.5590000152588;UNKNOWN;ALMAPHIL;null;null
183324;11.6250088;48.1715875;2022-10-05 07:35:09.709909;5504;2022-10-05 07:35:08.768;13.2779998779297;UNKNOWN;ALMAPHIL;null;null
183387;11.6250006;48.1716021;2022-10-05 10:02:11.07342;5504;2022-10-05 10:02:09.645;12.7840003967285;UNKNOWN;ALMAPHIL;null;null
183388;11.6249986;48.1715995;2022-10-05 10:02:42.889542;5504;2022-10-05 10:02:41.894;12.4589996337891;UNKNOWN;ALMAPHIL;null;null
