id;longitude;latitude;recorded_at;user_id;acquired_at;accuracy;geo_fence_status;source_of_geolocation;geofence_detailed_status;just_left_geofence_time
5177012;8.82125950000000003;53.0796714000000023;2023-10-04 14:30:26.36633;97101;2023-10-04 14:30:26.36633;14.9380000000000006;GEOFENCE_DISABLED;GOOGLE;null;null
5181777;8.82112940000000023;53.0799353999999965;2023-10-04 15:49:56.351358;97101;2023-10-04 15:49:56.351358;14.3819999999999997;GEOFENCE_DISABLED;GOOGLE;null;null
5181779;8.82110510000000048;53.0800509999999974;2023-10-04 15:51:01.807005;97101;2023-10-04 15:51:01.807005;13.0570000000000004;GEOFENCE_DISABLED;GOOGLE;null;null
5181789;8.81844489999999936;53.0806101000000012;2023-10-04 15:55:10.477378;97101;2023-10-04 15:55:10.477378;27.4780000000000015;GEOFENCE_DISABLED;GOOGLE;null;null
5181800;8.80691200000000052;53.0825733;2023-10-04 15:59:32.87253;97101;2023-10-04 15:59:32.87253;28.6709999999999994;GEOFENCE_DISABLED;GOOGLE;null;null
5184253;8.79399549999999941;53.0883757000000003;2023-10-04 16:02:32.603553;97101;2023-10-04 16:02:32.603553;20.6260000000000012;GEOFENCE_DISABLED;GOOGLE;null;null
5183133;8.79399210000000053;53.0883681999999979;2023-10-04 16:02:33.669637;97101;2023-10-04 16:02:44.385;20.5580005645751953;GEOFENCE_DISABLED;ALMAPHIL;null;null
5184961;8.77848840000000052;53.103560899999998;2023-10-04 16:14:10.981357;97101;2023-10-04 16:14:10.981357;17.7989999999999995;GEOFENCE_DISABLED;GOOGLE;null;null
673896;8.8213203;53.0793954999999968;2023-02-24 14:10:34.35942;97101;2023-02-24 14:10:33.591;42;GEOFENCE_DISABLED;ALMAPHIL;null;null
674181;8.82047200000000053;53.079332100000002;2023-02-24 14:22:34.230097;97101;2023-02-24 14:22:31.683;122;GEOFENCE_DISABLED;ALMAPHIL;null;null
956692;8.53065149999999939;53.0944136999999969;2023-03-31 18:05:35.535872;97101;2023-03-31 18:05:34.082;15.5;GEOFENCE_DISABLED;ALMAPHIL;null;null
1292407;8.82154049999999934;53.0801093999999978;2023-04-25 15:34:57.492624;97101;2023-04-25 15:34:56.888;145.5;GEOFENCE_DISABLED;ALMAPHIL;null;null
1305077;8.8209584999999997;53.0792546999999999;2023-04-26 14:24:35.438538;97101;2023-04-26 14:24:34.15;12;GEOFENCE_DISABLED;ALMAPHIL;null;null
1306159;8.82098369999999932;53.0792641999999972;2023-04-26 16:22:45.401844;97101;2023-04-26 16:22:44.17;8;GEOFENCE_DISABLED;ALMAPHIL;null;null
1306176;8.82125890000000012;53.0795408999999978;2023-04-26 17:23:37.53848;97101;2023-04-26 17:23:36.417;29;GEOFENCE_DISABLED;ALMAPHIL;null;null
1307569;8.82114739999999919;53.079433299999998;2023-04-26 19:22:37.302834;97101;2023-04-26 19:22:36.144;26;GEOFENCE_DISABLED;ALMAPHIL;null;null
1307585;8.82098760000000048;53.0792649999999995;2023-04-26 20:23:35.268744;97101;2023-04-26 20:23:34.134;8;GEOFENCE_DISABLED;ALMAPHIL;null;null
1307690;8.8210159000000008;53.0791885000000008;2023-04-26 22:22:34.253903;97101;2023-04-26 22:22:33.122;8;GEOFENCE_DISABLED;ALMAPHIL;null;null
1309455;8.82103490000000079;53.079191299999998;2023-04-26 23:23:35.28455;97101;2023-04-26 23:23:34.093;7.5;GEOFENCE_DISABLED;ALMAPHIL;null;null
1316512;8.82092749999999981;53.0798897000000025;2023-04-27 10:22:51.286212;97101;2023-04-27 10:22:50.367;89.5;GEOFENCE_DISABLED;ALMAPHIL;null;null
1316480;8.82135279999999966;53.0794393999999983;2023-04-27 11:23:52.262794;97101;2023-04-27 11:23:51.305;123;GEOFENCE_DISABLED;ALMAPHIL;null;null
1317795;8.82176199999999966;53.0801145000000005;2023-04-27 15:01:05.413301;97101;2023-04-27 15:01:04.801;105;GEOFENCE_DISABLED;ALMAPHIL;null;null
1327599;8.8245584000000008;53.0792841999999965;2023-04-28 08:52:38.287716;97101;2023-04-28 08:52:28.87;14;GEOFENCE_DISABLED;ALMAPHIL;null;null
1328180;8.82347569999999948;53.0795796999999965;2023-04-28 08:56:03.242025;97101;2023-04-28 08:55:53.859;17;GEOFENCE_DISABLED;ALMAPHIL;null;null
4374049;8.82126320000000064;53.0796501000000021;2023-09-20 09:28:52.718394;97101;2023-09-20 09:28:49.426;15.3970003128051758;GEOFENCE_DISABLED;ALMAPHIL;null;null
4374848;8.82124969999999919;53.0796425999999997;2023-09-20 09:59:45.524689;97101;2023-09-20 09:59:41.961;14.0769996643066406;GEOFENCE_DISABLED;ALMAPHIL;null;null
4379885;8.82125669999999928;53.0796459000000027;2023-09-20 14:34:50.924673;97101;2023-09-20 14:34:48.518;20;GEOFENCE_DISABLED;ALMAPHIL;null;null
4408094;8.82130539999999996;53.0796812999999972;2023-09-21 09:48:20.485543;97101;2023-09-21 09:48:20.485543;13.0549999999999997;GEOFENCE_DISABLED;GOOGLE;null;null
